refeitorio,data,refeicao,preparacao,cardapio,aparencia,textura,sabor,odor,global,nota,sheet_origem,ru,mes
Benfica,2026-03-09,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-09,Almoço,VEG,Macarronada Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Pici 1,2026-03-09,Almoço,PV,Picadinho com Legumes,3.0,3.0,4.0,4.0,3.0,6.6,Av. Sensorial,P1,2026-03
Pici 1,2026-03-09,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-09,Almoço,VEG,Macarronada Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-09,Jantar,PV,Cubo suíno acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-09,Jantar,PB,Isca de Frango ao M. Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-09,Jantar,VEG,Salpicão vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Benfica,2026-03-09,Almoço,PV,Picadinho com Legumes,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-03
Benfica,2026-03-09,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-09,Almoço,VEG,Macarronada Vegetariana,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,B,2026-03
Benfica,2026-03-09,Jantar,PV,Cubo suíno acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-09,Jantar,PB,Isca de Frango ao M. Ervas,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-09,Jantar,VEG,Salpicão vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-09,Jantar,PB,Isca de Frango ao M. Ervas,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-03
Benfica,2026-03-09,Jantar,VEG,Salpicão vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-10,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-10,Café,ESPECIAL VEG,Granola,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Pici 2,2026-03-10,Café,ESPECIAL,Queijo ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 2,2026-03-10,Café,ESPECIAL VEG,Granola,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Labomar,2026-03-10,Almoço,PV,Cubo suíno acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-03
Labomar,2026-03-10,Almoço,PB,Creme de Frango,3.0,3.0,3.0,3.0,3.0,6.0,Av. Sensorial,L,2026-03
Labomar,2026-03-10,Almoço,VEG,Vatapá Vegano,4.0,3.0,3.0,4.0,3.0,6.8,Av. Sensorial,L,2026-03
Pici 1,2026-03-10,Almoço,PV,Cubo suíno acebolado,3.0,4.0,3.0,4.0,3.0,6.8,Av. Sensorial,P1,2026-03
Pici 1,2026-03-10,Almoço,PB,Creme de Frango,3.0,4.0,3.0,4.0,4.0,7.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-10,Almoço,VEG,Vatapá Vegano,4.0,4.0,3.0,4.0,3.0,7.2,Av. Sensorial,P1,2026-03
Pici 2,2026-03-10,Almoço,PV,Cubo suíno acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 2,2026-03-10,Almoço,PB,Creme de Frango,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,P2,2026-03
Pici 2,2026-03-10,Almoço,VEG,Vatapá Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 1,2026-03-10,Almoço,PV,Cubo suíno acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-10,Almoço,PB,Creme de Frango,4.0,4.0,3.0,3.0,4.0,7.4,Av. Sensorial,P1,2026-03
Pici 1,2026-03-10,Almoço,VEG,Vatapá Vegano,4.0,3.0,2.0,4.0,4.0,6.4,Av. Sensorial,P1,2026-03
Benfica,2026-03-10,Almoço,PV,Cubo suíno acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-10,Almoço,PB,Creme de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-10,Almoço,VEG,Vatapá Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Porangabussu,2026-03-10,Almoço,PV,Cubo suíno acebolado,3.0,3.0,3.0,4.0,4.0,6.4,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-10,Almoço,PB,Creme de Frango,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-10,Almoço,VEG,Vatapá Vegano,4.0,3.0,3.0,4.0,4.0,7.0,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-10,Almoço,PV,Cubo suíno acebolado,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-10,Almoço,PB,Creme de Frango,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-10,Almoço,VEG,Vatapá Vegano,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,PO,2026-03
Pici 2,2026-03-10,Almoço,PV,Cubo suíno acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 2,2026-03-10,Almoço,PB,Creme de Frango,4.0,3.0,3.0,4.0,3.0,6.8,Av. Sensorial,P2,2026-03
Pici 2,2026-03-10,Almoço,VEG,Vatapá Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 1,2026-03-10,Jantar,PV,Isca de Carne ao M. Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-10,Jantar,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-10,Jantar,VEG,Hambúrguer de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-10,Jantar,PV,Isca de Carne ao M. Tomate,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-03
Pici 1,2026-03-10,Jantar,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-10,Jantar,VEG,Hambúrguer de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Benfica,2026-03-10,Almoço,PV,Cubo suíno acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-10,Almoço,PB,Creme de Frango,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,B,2026-03
Benfica,2026-03-10,Almoço,VEG,Vatapá Vegano,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-10,Jantar,PV,Isca de Carne ao M. Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-10,Jantar,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-10,Jantar,VEG,Hambúrguer de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-10,Jantar,PV,Isca de Carne ao M. Tomate,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-10,Jantar,PB,Sobrecoxa Desossada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-10,Jantar,VEG,Hambúrguer de Soja,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-11,Café,ESPECIAL,Ovos Mexidos,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-11,Café,ESPECIAL VEG,Pasta de Amendoim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Pici 2,2026-03-11,Café,ESPECIAL,Ovos Mexidos,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Labomar,2026-03-11,Almoço,PV,Feijoada,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,L,2026-03
Labomar,2026-03-11,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-03
Labomar,2026-03-11,Almoço,VEG,Moqueca Vegetariana,4.0,4.0,2.0,4.0,4.0,6.8,Av. Sensorial,L,2026-03
Pici 1,2026-03-11,Almoço,PV,Feijoada,3.0,3.0,3.0,4.0,4.0,6.4,Av. Sensorial,P1,2026-03
Pici 1,2026-03-11,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-11,Almoço,VEG,Moqueca Vegetariana,4.0,4.0,2.0,4.0,4.0,6.8,Av. Sensorial,P1,2026-03
Pici 2,2026-03-11,Almoço,PV,Feijoada,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,P2,2026-03
Pici 2,2026-03-11,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 1,2026-03-11,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-11,Almoço,VEG,Moqueca Vegetariana,4.0,4.0,3.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-03
Pici 2,2026-03-11,Café,ESPECIAL,Ovos Mexidos,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 2,2026-03-11,Café,ESPECIAL VEG,Pasta de Amendoim,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 2,2026-03-11,Almoço,PV,Feijoada,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,P2,2026-03
Pici 2,2026-03-11,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 2,2026-03-11,Almoço,VEG,Moqueca Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Porangabussu,2026-03-11,Almoço,PV,Feijoada,4.0,4.0,2.0,4.0,3.0,7.0,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-11,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-11,Almoço,VEG,Moqueca Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-11,Almoço,PV,Feijoada,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-11,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-11,Almoço,VEG,Moqueca Vegetariana,4.0,4.0,2.0,4.0,3.0,6.6,Av. Sensorial,PO,2026-03
Benfica,2026-03-11,Almoço,PV,Feijoada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-11,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-11,Almoço,VEG,Moqueca Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-11,Almoço,PV,Feijoada,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,B,2026-03
Benfica,2026-03-11,Almoço,PB,Sobrecoxa Assada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-11,Almoço,VEG,Moqueca Vegetariana,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-11,Jantar,PV,Cubo Suíno ao M. Escuro,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-11,Jantar,PB,Isca de Frango Acebolado,4.0,3.0,3.0,4.0,4.0,7.0,Av. Sensorial,B,2026-03
Benfica,2026-03-11,Jantar,VEG,Panqueca Vegana ao Molho Branco,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-11,Jantar,PV,Cubo Suíno ao M. Escuro,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-03
Benfica,2026-03-11,Jantar,PB,Isca de Frango Acebolado,3.0,4.0,4.0,4.0,4.0,7.4,Av. Sensorial,B,2026-03
Benfica,2026-03-11,Jantar,VEG,Panqueca Vegana ao Molho Branco,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Pici 1,2026-03-11,Jantar,PV,Cubo Suíno ao M. Escuro,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-11,Jantar,PB,Isca de Frango Acebolado,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-11,Jantar,VEG,Panqueca Vegana ao Molho Branco,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-11,Jantar,PV,Cubo Suíno ao M. Escuro,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-11,Jantar,PB,Isca de Frango Acebolado,4.0,3.0,4.0,4.0,4.0,7.4,Av. Sensorial,P1,2026-03
Pici 1,2026-03-11,Jantar,VEG,Panqueca Vegana ao Molho Branco,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Benfica,2026-03-12,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-12,Café,ESPECIAL VEG,Similar a Iogurte Vegano,3.0,3.0,3.0,4.0,3.0,6.285714285714286,Av. Sensorial,B,2026-03
Pici 2,2026-03-12,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 2,2026-03-12,Café,ESPECIAL VEG,Similar a Iogurte Vegano,3.0,3.0,3.0,4.0,3.0,6.285714285714286,Av. Sensorial,P2,2026-03
Benfica,2026-03-12,Almoço,PV,Carne Moída Refogada,,,,,,0.0,Av. Sensorial,B,2026-03
Benfica,2026-03-12,Almoço,PB,Cubos de Frango ao M. Tropical ,,,,,,0.0,Av. Sensorial,B,2026-03
Benfica,2026-03-12,Almoço,VEG,Refogado de Lentilha,,,,,,0.0,Av. Sensorial,B,2026-03
Pici 2,2026-03-12,Café,ESPECIAL,Iogurte ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 1,2026-03-12,Almoço,PV,Carne Moída Refogada,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,P1,2026-03
Pici 1,2026-03-12,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,P1,2026-03
Pici 1,2026-03-12,Almoço,VEG,Refogado de Lentilha,4.0,4.0,3.0,4.0,3.0,7.2,Av. Sensorial,P1,2026-03
Pici 1,2026-03-12,Almoço,PV,Carne Moída Refogada,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,P1,2026-03
Pici 1,2026-03-12,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,P1,2026-03
Pici 1,2026-03-12,Almoço,VEG,Refogado de Lentilha,4.0,4.0,3.0,4.0,3.0,7.2,Av. Sensorial,P1,2026-03
Pici 2,2026-03-12,Almoço,PV,Carne Moída Refogada,3.0,3.0,4.0,4.0,3.0,6.6,Av. Sensorial,P2,2026-03
Pici 2,2026-03-12,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 2,2026-03-12,Almoço,VEG,Refogado de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Porangabussu,2026-03-12,Almoço,PV,Carne Moída Refogada,4.0,4.0,2.0,4.0,3.0,7.0,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-12,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,2.0,4.0,4.0,4.0,6.8,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-12,Almoço,VEG,Refogado de Lentilha,4.0,2.0,3.0,4.0,3.0,6.4,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-12,Almoço,PV,Carne Moída Refogada,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-12,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,4.0,3.0,4.0,4.0,7.6,Av. Sensorial,PO,2026-03
Porangabussu,2026-03-12,Almoço,VEG,Refogado de Lentilha,3.0,3.0,3.0,4.0,3.0,6.2,Av. Sensorial,PO,2026-03
Pici 2,2026-03-12,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 2,2026-03-12,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 2,2026-03-12,Almoço,VEG,Refogado de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P2,2026-03
Pici 1,2026-03-12,Jantar,PV,Cubos de Carne ao M. Madeira,3.0,3.0,4.0,4.0,3.0,6.6,Av. Sensorial,P1,2026-03
Pici 1,2026-03-12,Jantar,PB,Cubos de Frango ao M. Escuro,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Pici 1,2026-03-12,Jantar,VEG,Suflê de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,P1,2026-03
Benfica,2026-03-12,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-12,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-12,Almoço,VEG,Refogado de Lentilha,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-12,Jantar,PV,Cubos de Carne ao M. Madeira,3.0,3.0,3.0,4.0,4.0,6.4,Av. Sensorial,B,2026-03
Benfica,2026-03-12,Jantar,PB,Cubos de Frango ao M. Escuro,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-12,Jantar,VEG,Suflê de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-12,Jantar,PV,Cubos de Carne ao M. Madeira,3.0,3.0,4.0,4.0,4.0,6.8,Av. Sensorial,B,2026-03
Benfica,2026-03-12,Jantar,PB,Cubos de Frango ao M. Escuro,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Benfica,2026-03-12,Jantar,VEG,Suflê de Legumes,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,B,2026-03
Labomar,2026-03-12,Almoço,PV,Carne Moída Refogada,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-03
Labomar,2026-03-12,Almoço,PB,Cubos de Frango ao M. Tropical ,4.0,4.0,4.0,4.0,4.0,8.0,Av. Sensorial,L,2026-03
